"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-02","11.18","0.36","0.0","0.0","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-03","10.51","0.00","0.0","0.0","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-04","11.41","0.00","0.0","0.0","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-05","9.84","0.00","0.0","0.0","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-06","6.71","0.04","0.0","0.0","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-07","13.87","0.00","0.0","0.0","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-08","8.95","0.05","0.0","0.0","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-09","13.87","1.41","0.0","0.0","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-10","17.22","0.00","0.0","0.0","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-11","7.61","0.00","0.0","0.0","48"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-12","10.74","0.00","0.0","0.0","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-13","12.53","0.22","0.0","0.0","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-14","4.92","0.00","0.0","0.0","56"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-15","10.74","0.00","0.0","0.0","54"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-16","6.49","0.00","0.0","0.0","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-17","5.14","0.00","0.0","0.0","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-18","10.29","0.00","0.0","0.0","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-19","9.62","0.46","0.0","0.0","56"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-20","16.11","0.01","0.0","0.0","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-21","19.91","0.00","0.0","0.0","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-22","13.42","0.00","0.0","0.0","40"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-23","8.72","0.00","0.0","0.0","42"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-24","6.71","0.16","0.0","0.0","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-25","12.97","0.16","0.0","0.0","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-26","10.96","0.00","0.0","0.0","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-27","10.07","0.00","0.0","0.0","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-28","4.92","0.00","0.0","0.0","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-29","7.16","0.00","0.0","0.0","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-04-30","11.41","0.00","0.0","0.0","46"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-01","5.82","0.00","0.0","0.0","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-02","6.71","0.00","0.0","0.0","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-03","9.84","0.42","0.0","0.0","67"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-04","8.50","0.00","0.0","0.0","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-05","9.17","0.95","0.0","0.0","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-06","5.82","0.00","0.0","0.0","56"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-07","11.41","0.04","0.0","0.0","67"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-08","8.50","0.75","0.0","0.0","71"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-09","8.95","0.29","0.0","0.0","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-10","9.40","0.14","0.0","0.0","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-11","13.20","0.22","0.0","0.0","56"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-12","16.78","0.00","0.0","0.0","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-13","9.62","0.00","0.0","0.0","48"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-14","10.51","0.24","0.0","0.0","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-15","7.83","0.00","0.0","0.0","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-16","7.83","0.03","0.0","0.0","69"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-17","15.88","0.00","0.0","0.0","72"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-18","15.43","0.00","0.0","0.0","72"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-19","10.51","0.00","0.0","0.0","50"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-20","8.28","0.04","0.0","0.0","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-21","9.84","0.00","0.0","0.0","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-22","8.50","0.00","0.0","0.0","59"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-23","7.61","0.00","0.0","0.0","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-24","7.38","0.36","0.0","0.0","66"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-25","15.21","0.07","0.0","0.0","70"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-26","12.75","0.50","0.0","0.0","71"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-27","10.74","0.00","0.0","0.0","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-28","6.04","0.00","0.0","0.0","69"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-29","9.84","0.20","0.0","0.0","72"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-30","14.32","0.41","0.0","0.0","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-05-31","16.11","0.00","0.0","0.0","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-01","9.40","0.00","0.0","0.0","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-02","5.37","0.00","0.0","0.0","56"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-03","6.93","0.00","0.0","0.0","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-04","7.38","0.00","0.0","0.0","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-05","14.76","0.00","0.0","0.0","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-06","8.28","0.00","0.0","0.0","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-07","12.08","0.36","0.0","0.0","66"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-08","11.41","0.04","0.0","0.0","73"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-09","8.72","0.00","0.0","0.0","70"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-10","11.41","0.00","0.0","0.0","80"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-11","8.28","0.27","0.0","0.0","69"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-12","8.28","0.13","0.0","0.0","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-13","6.71","0.40","0.0","0.0","66"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-14","6.93","0.60","0.0","0.0","73"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-15","5.59","2.56","0.0","0.0","75"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-16","10.29","0.00","0.0","0.0","69"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-17","4.70","0.14","0.0","0.0","61"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-18","10.29","0.27","0.0","0.0","72"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-19","10.29","0.00","0.0","0.0","61"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-20","7.16","0.31","0.0","0.0","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-21","8.28","0.00","0.0","0.0","74"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-22","10.51","0.09","0.0","0.0","75"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-23","9.84","0.00","0.0","0.0","75"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-24","4.92","0.00","0.0","0.0","70"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-25","7.16","1.01","0.0","0.0","71"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-26","9.40","0.13","0.0","0.0","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-27","8.95","0.00","0.0","0.0","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-28","3.80","0.02","0.0","0.0","67"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-29","4.03","0.62","0.0","0.0","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-06-30","8.50","0.17","0.0","0.0","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-01","7.38","0.00","0.0","0.0","61"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-02","9.40","0.00","0.0","0.0","59"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-03","4.47","0.00","0.0","0.0","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-04","4.47","0.00","0.0","0.0","70"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-05","5.14","0.00","0.0","0.0","72"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-06","9.62","0.49","0.0","0.0","74"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-07","14.32","0.27","0.0","0.0","67"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-08","7.61","0.07","0.0","0.0","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-09","7.16","0.00","0.0","0.0","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-10","3.80","0.00","0.0","0.0","69"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-11","5.14","0.03","0.0","0.0","70"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-12","6.26","0.00","0.0","0.0","74"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-13","9.62","0.42","0.0","0.0","76"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-14","12.53","0.00","0.0","0.0","76"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-15","8.50","0.00","0.0","0.0","66"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-16","7.61","0.97","0.0","0.0","66"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-17","8.05","0.06","0.0","0.0","77"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-18","8.28","0.54","0.0","0.0","79"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-19","8.28","0.00","0.0","0.0","79"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-20","8.50","0.00","0.0","0.0","74"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-21","8.50","0.00","0.0","0.0","75"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-22","4.92","0.00","0.0","0.0","74"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-23","4.03","0.00","0.0","0.0","74"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-24","6.71","0.00","0.0","0.0","75"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-25","7.83","0.00","0.0","0.0","80"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-26","4.92","0.00","0.0","0.0","75"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-27","8.50","0.00","0.0","0.0","77"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-28","5.82","0.00","0.0","0.0","79"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-29","10.96","0.00","0.0","0.0","81"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-30","11.63","0.00","0.0","0.0","77"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-07-31","12.30","0.00","0.0","0.0","78"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-01","10.96","0.00","0.0","0.0","76"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-02","13.87","0.53","0.0","0.0","80"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-03","9.84","0.00","0.0","0.0","76"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-04","7.61","0.00","0.0","0.0","72"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-05","6.04","0.00","0.0","0.0","73"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-06","7.16","0.00","0.0","0.0","73"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-07","8.50","0.00","0.0","0.0","73"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-08","7.16","0.00","0.0","0.0","75"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-09","4.70","0.00","0.0","0.0","72"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-10","6.04","0.02","0.0","0.0","75"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-11","6.71","0.00","0.0","0.0","73"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-12","4.92","0.00","0.0","0.0","71"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-13","9.84","0.00","0.0","0.0","74"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-14","9.84","0.21","0.0","0.0","78"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-15","5.37","0.14","0.0","0.0","77"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-16","6.71","0.00","0.0","0.0","79"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-17","7.16","0.12","0.0","0.0","79"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-18","8.72","0.40","0.0","0.0","74"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-19","13.42","0.00","0.0","0.0","72"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-20","13.87","0.00","0.0","0.0","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-21","8.05","0.00","0.0","0.0","69"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-22","10.51","0.00","0.0","0.0","72"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-23","11.41","0.00","0.0","0.0","71"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-24","14.09","0.00","0.0","0.0","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-25","8.50","0.00","0.0","0.0","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-26","6.26","0.00","0.0","0.0","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-27","4.25","0.00","0.0","0.0","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-28","5.14","0.00","0.0","0.0","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-29","6.04","0.74","0.0","0.0","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-30","4.03","0.00","0.0","0.0","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-08-31","2.68","0.00","0.0","0.0","71"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-01","6.71","0.00","0.0","0.0","78"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-02","7.38","0.00","0.0","0.0","80"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-03","8.95","0.00","0.0","0.0","81"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-04","5.37","0.00","0.0","0.0","74"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-05","7.16","0.00","0.0","0.0","75"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-06","9.62","0.00","0.0","0.0","80"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-07","6.71","0.00","0.0","0.0","81"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-08","8.50","1.04","0.0","0.0","77"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-09","6.26","0.00","0.0","0.0","70"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-10","5.59","0.21","0.0","0.0","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-11","10.74","0.17","0.0","0.0","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-12","10.51","0.00","0.0","0.0","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-13","7.38","0.00","0.0","0.0","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-14","12.97","0.00","0.0","0.0","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-15","11.41","0.00","0.0","0.0","73"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-16","11.18","0.00","0.0","0.0","71"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-17","11.41","0.36","0.0","0.0","72"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-18","7.16","2.41","0.0","0.0","72"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-19","9.84","0.05","0.0","0.0","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-20","4.47","0.00","0.0","0.0","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-21","5.14","0.00","0.0","0.0","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-22","3.58","0.00","0.0","0.0","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-23","4.25","0.00","0.0","0.0","68"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-24","5.59","0.00","0.0","0.0","67"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-25","8.72","0.00","0.0","0.0","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-26","7.61","0.00","0.0","0.0","67"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-27","7.16","0.00","0.0","0.0","67"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-28","4.25","0.00","0.0","0.0","70"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-29","14.54","0.40","0.0","0.0","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-09-30","15.43","0.00","0.0","0.0","57"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-01","18.12","0.00","0.0","0.0","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-02","19.01","0.00","0.0","0.0","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-03","17.00","0.01","0.0","0.0","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-04","11.41","0.00","0.0","0.0","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-05","6.93","0.00","0.0","0.0","57"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-06","4.92","0.00","0.0","0.0","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-07","7.38","0.00","0.0","0.0","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-08","8.28","0.05","0.0","0.0","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-09","10.51","0.00","0.0","0.0","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-10","5.82","0.00","0.0","0.0","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-11","12.75","0.00","0.0","0.0","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-12","15.43","0.00","0.0","0.0","67"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-13","11.63","0.00","0.0","0.0","56"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-14","8.05","0.00","0.0","0.0","52"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-15","11.18","0.00","0.0","0.0","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-16","11.18","0.00","0.0","0.0","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-17","9.17","0.00","0.0","0.0","42"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-18","5.82","0.00","0.0","0.0","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-19","18.79","0.00","0.0","0.0","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-20","10.07","0.11","0.0","0.0","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-21","10.74","0.01","0.0","0.0","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-22","7.16","0.00","0.0","0.0","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-23","11.63","0.16","0.0","0.0","55"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-24","14.32","0.30","0.0","0.0","62"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-25","4.03","0.00","0.0","0.0","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-26","5.82","0.00","0.0","0.0","49"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-27","13.42","0.49","0.0","0.0","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-28","14.99","0.33","0.0","0.0","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-29","15.43","0.00","0.0","0.0","41"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-30","6.71","0.00","0.0","0.0","45"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-10-31","11.41","0.77","0.0","0.0","47"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-01","10.29","0.00","0.0","0.0","53"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-02","10.51","0.00","0.0","0.0","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-03","6.26","0.00","0.0","0.0","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-04","8.28","0.00","0.0","0.0","58"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-05","16.11","0.00","0.0","0.0","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-06","14.76","0.16","0.0","0.0","56"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-07","9.62","0.00","0.0","0.0","44"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2015-11-08","4.25","0.00","0.0","0.0","41"
